Study_Hours,Attendance,Sleep_Hours,Internet_Use_Hrs,Grade
0.3,51,8.6,3.1,C
3.0,50,6.3,2.3,C
7.5,84,8.4,2.2,A
8.4,70,4.8,4.7,B
6.4,55,7.5,0.5,B
1.8,85,6.6,1.8,C
5.4,99,8.8,1.0,B
6.3,60,7.1,4.5,B
7.1,93,8.0,1.5,A
7.0,70,6.0,0.6,B
8.1,87,5.3,2.2,A
0.5,94,4.0,4.0,C
1.4,69,5.0,2.9,C
0.8,68,4.6,0.3,C
3.4,73,6.7,1.5,C
0.7,97,6.7,3.4,C
4.9,66,6.9,4.4,C
9.7,75,8.0,2.4,B
2.5,84,7.2,4.4,C
3.5,100,6.4,0.2,C
7.7,66,4.5,1.5,B
5.3,85,7.7,2.2,B
10.0,88,4.3,0.3,A
4.5,90,6.8,3.3,C
1.2,99,5.2,0.8,C
1.2,50,5.7,4.9,C
3.0,69,4.7,0.7,C
0.8,80,7.5,0.3,C
8.0,81,7.3,2.9,A
9.0,66,4.9,1.4,B
4.1,92,5.3,1.3,C
9.7,88,6.6,4.6,A
0.7,64,8.6,3.0,C
8.8,95,4.0,0.9,A
2.9,79,4.1,4.5,C
9.0,65,7.8,4.7,B
6.2,99,5.0,3.8,B
4.6,60,7.1,0.4,C
4.4,51,7.5,3.1,C
3.9,72,4.3,4.6,C
6.2,72,4.5,2.2,B
9.9,69,5.1,1.4,B
2.5,91,8.0,0.8,C
3.6,72,5.1,4.2,C
5.4,67,7.2,0.5,B
8.5,73,6.3,3.0,B
2.1,59,7.3,4.1,C
2.0,61,4.7,1.7,C
7.7,66,4.0,3.0,B
8.2,100,7.0,3.3,A
9.2,82,6.2,2.4,A
7.3,80,5.6,0.1,B
8.6,57,8.4,3.3,B
9.1,60,7.0,3.7,B
4.1,93,5.3,3.9,C
1.7,50,8.2,4.7,C
9.5,55,5.2,1.7,B
9.0,99,9.0,2.9,A
2.9,70,6.8,1.9,C
1.9,92,4.8,0.9,C
3.3,71,6.5,2.2,C
5.1,64,6.7,1.2,B
2.0,68,8.4,2.3,C
8.4,62,7.0,1.7,B
9.3,72,4.6,1.2,B
5.3,74,8.4,2.3,B
7.4,89,4.8,1.1,A
1.4,57,6.2,0.3,C
7.9,82,8.6,4.1,A
2.7,77,8.2,4.4,C
6.5,96,8.3,4.2,B
0.5,72,4.2,3.0,C
0.8,56,4.3,3.0,C
2.9,58,5.1,2.8,C
9.8,50,6.8,0.9,B
1.4,52,6.1,3.8,C
1.7,64,5.1,4.2,C
0.3,80,8.0,2.0,C
5.7,83,6.2,2.0,B
8.1,77,8.1,1.1,B
2.8,51,6.0,4.1,C
0.2,78,8.1,1.1,C
7.9,59,8.7,1.3,B
8.2,55,4.9,3.6,B
0.4,56,6.7,3.4,C
9.1,65,6.0,3.1,B
4.5,74,5.4,4.1,C
9.6,99,4.0,1.5,A
3.7,84,6.3,1.5,C
2.7,87,8.4,0.8,C
3.1,56,8.4,2.3,C
7.4,77,7.5,0.6,B
0.6,80,5.9,4.4,C
7.5,95,7.1,1.1,A
4.1,98,6.0,1.6,C
2.0,88,4.3,3.7,C
2.6,98,8.5,3.2,C
9.1,83,7.5,1.9,A
0.6,88,7.6,4.0,C
1.9,54,4.9,0.5,C
5.9,92,7.6,0.1,B
2.9,91,7.2,3.4,C
2.2,51,6.0,0.7,C
7.6,83,6.9,3.7,A
1.6,91,4.6,3.5,C
0.5,76,8.3,2.0,C
2.7,99,5.7,3.7,C
1.1,72,8.0,3.0,C
7.5,63,4.8,3.0,B
2.3,67,5.7,4.0,C
0.9,68,5.3,1.6,C
0.6,69,6.9,3.8,C
8.7,69,8.9,1.7,B
7.2,77,4.3,3.9,B
1.9,97,7.4,0.7,C
0.9,95,8.4,4.6,C
7.3,50,8.3,4.2,B
7.1,85,4.6,3.2,A
2.5,50,8.3,3.3,C
3.2,74,7.0,4.3,C
9.9,85,8.6,2.3,A
2.7,97,7.5,0.1,C
5.2,77,5.4,3.7,B
9.8,87,8.6,3.8,A
4.8,54,9.0,1.4,C
0.5,71,8.5,0.5,C
6.9,70,4.2,1.5,B
3.7,57,5.1,4.5,C
1.7,59,7.4,1.2,C
7.6,74,4.0,1.3,B
1.5,99,5.3,3.7,C
1.4,58,4.9,3.2,C
3.0,100,5.6,0.5,C
8.3,76,4.6,3.1,B
0.7,84,6.2,0.3,C
7.4,68,8.7,1.5,B
0.4,80,4.5,1.0,C
6.8,67,4.9,0.1,B
8.0,63,8.2,3.6,B
4.0,85,6.3,0.0,C
8.2,60,5.4,3.3,B
1.7,85,7.1,1.8,C
1.1,61,5.0,1.0,C
9.1,95,7.1,2.1,A
9.5,56,5.2,3.3,B
3.2,92,5.8,4.3,C
7.8,83,5.5,3.0,A
0.8,81,7.7,4.2,C
4.5,74,5.5,2.9,C
7.7,89,8.4,3.9,A
0.9,76,7.5,0.9,C
4.5,78,6.7,4.8,C
4.2,75,6.2,0.0,C
5.9,86,8.3,2.9,B
3.1,62,8.7,0.5,C
3.4,52,5.2,0.7,C
3.8,71,6.4,3.5,C
3.8,73,7.7,4.8,C
4.9,74,8.8,0.4,C
8.8,55,5.1,1.4,B
1.9,51,8.6,0.1,C
5.0,89,4.2,4.6,C
4.5,75,7.5,4.6,C
0.9,85,7.2,3.6,C
2.3,88,8.0,2.5,C
2.3,96,5.9,1.4,C
8.9,87,7.0,2.6,A
1.5,55,5.9,2.6,C
3.2,64,5.2,1.8,C
5.2,94,8.9,3.7,B
8.4,74,6.4,4.2,B
4.3,76,9.0,3.9,C
8.8,99,8.9,4.9,A
3.9,84,6.3,3.5,C
1.4,59,5.9,4.7,C
9.2,96,5.3,3.0,A
7.8,52,7.0,1.4,B
2.5,59,8.4,1.3,C
7.3,82,6.3,1.9,A
1.8,78,5.1,5.0,C
3.9,60,4.1,3.2,C
7.2,91,8.5,0.3,A
4.4,94,8.1,4.8,C
1.3,73,6.8,3.1,C
9.2,82,7.5,0.6,A
7.4,64,4.5,3.9,B
6.7,62,7.6,3.1,B
0.3,65,6.0,3.2,C
8.9,89,6.3,4.1,A
5.0,59,7.7,4.0,C
9.3,93,5.1,3.9,A
6.5,88,7.6,4.8,B
5.6,85,4.8,1.7,B
8.1,68,8.5,4.2,B
8.5,66,7.1,2.0,B
6.6,51,8.7,2.5,B
0.6,73,6.7,2.8,C
5.7,55,5.3,4.2,B
0.5,53,8.1,1.6,C
3.4,74,5.4,3.2,C
9.0,69,7.1,2.3,B
6.9,67,6.0,1.3,B
3.2,50,4.4,2.1,C
5.6,91,7.4,4.1,B
6.6,58,7.8,0.4,B
8.9,57,6.1,2.1,B
5.8,71,7.6,4.4,B
2.0,50,6.6,0.2,C
4.8,65,5.3,2.9,C
2.7,64,4.5,0.4,C
0.9,82,6.8,5.0,C
5.4,94,5.2,3.0,B
3.5,74,7.5,0.1,C
5.0,61,5.9,2.0,C
3.0,59,6.5,0.7,C
2.8,84,9.0,1.5,C
9.7,99,5.6,3.5,A
8.6,61,8.4,2.1,B
5.9,78,6.7,1.1,B
0.4,65,8.5,3.4,C
3.0,83,4.2,1.1,C
1.8,53,5.1,4.0,C
3.9,75,7.1,1.9,C
7.4,98,6.4,4.3,A
8.4,97,6.3,4.5,A
8.2,79,6.0,0.2,B
8.1,87,7.5,0.4,A
5.2,60,6.6,4.0,B
1.1,86,4.6,4.5,C
3.1,56,4.1,0.3,C
9.1,64,8.4,3.9,B
9.9,55,6.5,2.2,B
3.6,63,8.8,1.4,C
5.9,68,7.2,3.4,B
8.5,82,8.4,1.4,A
5.3,66,5.9,0.6,B
9.8,56,5.4,1.3,B
1.2,100,5.9,2.9,C
6.4,69,5.1,1.6,B
0.3,94,8.5,3.3,C
7.2,82,8.9,3.9,A
8.2,100,4.1,1.3,A
5.9,69,6.7,4.4,B
4.4,79,5.9,1.1,C
1.9,94,8.6,1.8,C
4.7,63,6.5,3.3,C
6.9,68,8.2,4.8,B
2.2,75,7.1,4.0,C
3.0,92,5.1,0.8,C
6.8,75,8.4,3.7,B
4.5,88,8.6,0.3,C
9.5,57,5.3,4.3,B
0.3,86,8.1,3.4,C
9.4,55,8.2,4.6,B
1.3,84,5.9,4.1,C
6.6,87,7.0,1.1,B
2.3,77,5.1,4.7,C
0.5,76,5.8,2.8,C
4.6,78,8.1,1.3,C
7.7,94,6.5,0.0,A
8.2,61,5.4,1.7,B
6.1,62,5.1,1.4,B
8.3,75,6.0,0.2,B
9.6,52,6.7,4.5,B
1.9,56,5.2,3.4,C
3.4,94,6.3,3.7,C
2.4,89,4.1,2.9,C
8.1,52,7.7,3.2,B
9.5,53,6.4,2.7,B
5.2,78,7.7,3.6,B
6.6,85,7.0,1.1,B
7.5,86,7.7,1.1,A
1.7,92,5.5,4.3,C
7.6,67,8.2,1.4,B
8.8,90,5.5,1.4,A
7.3,74,5.0,4.6,B
8.1,94,8.5,4.2,A
3.7,67,8.6,2.8,C
3.5,98,5.6,3.2,C
3.4,63,5.5,4.2,C
0.5,54,6.2,2.0,C
6.9,53,8.2,4.3,B
0.6,55,8.8,2.1,C
3.6,69,6.2,2.5,C
3.0,58,7.7,2.6,C
1.7,54,6.4,0.7,C
0.1,94,4.6,3.7,C
8.6,91,6.1,3.0,A
5.0,90,4.0,1.1,C
0.9,93,6.9,0.9,C
5.5,79,9.0,0.6,B
6.0,54,5.6,4.7,B
7.9,55,8.5,4.2,B
4.8,63,4.1,1.4,C
4.8,68,6.6,3.8,C
9.9,70,5.3,2.5,B
9.0,85,5.3,0.9,A
3.8,69,7.8,4.3,C
0.5,71,5.1,4.7,C
5.2,66,7.2,4.6,B
7.3,74,8.5,3.5,B
5.3,50,4.4,2.1,B
0.7,76,4.8,1.7,C
4.4,99,7.5,0.0,C
3.4,70,7.7,1.1,C
6.6,51,7.8,2.2,B
6.8,87,5.9,0.9,B
8.0,71,8.4,3.3,B
5.4,70,7.7,2.9,B
5.2,80,8.7,1.0,B
1.6,82,6.2,4.5,C
7.8,75,6.6,3.6,B
5.4,85,6.4,1.0,B
7.4,62,7.3,3.0,B
6.3,79,5.8,1.8,B
1.3,97,7.3,4.4,C
4.5,78,4.5,2.2,C
5.8,84,7.7,2.5,B
0.1,88,7.2,4.9,C
8.3,83,8.4,0.5,A
3.9,75,8.9,4.9,C
9.0,86,6.8,4.2,A
0.2,75,8.3,1.5,C
0.2,58,6.7,3.2,C
9.9,96,7.7,0.5,A
8.6,85,4.4,3.8,A
4.6,57,5.7,1.2,C
9.9,60,8.3,1.9,B
2.3,94,8.8,2.4,C
8.3,65,8.9,3.4,B
4.5,97,4.1,4.7,C
9.8,65,5.6,1.6,B
3.8,71,6.4,1.2,C
7.2,84,4.2,1.7,A
9.0,93,6.9,4.0,A
6.9,92,5.7,4.5,B
7.4,82,8.3,4.8,A
6.9,59,6.2,1.5,B
5.9,95,8.0,4.8,B
8.2,94,7.3,4.6,A
0.2,77,5.2,5.0,C
4.5,98,4.2,1.6,C
5.2,73,4.1,2.2,B
0.6,61,7.2,1.5,C
7.2,82,8.2,4.0,A
5.8,66,5.4,3.3,B
3.4,52,7.0,1.5,C
4.5,91,4.6,4.3,C
0.5,73,6.7,0.5,C
5.7,75,6.8,0.5,B
2.7,88,7.5,4.4,C
3.5,59,6.9,3.1,C
2.1,74,5.8,0.5,C
2.6,91,8.5,4.6,C
5.2,97,5.7,4.5,B
1.1,94,8.5,2.9,C
8.1,81,8.8,0.7,A
4.2,55,5.7,1.9,C
6.6,54,8.7,3.7,B
3.2,66,6.2,2.4,C
9.6,91,6.7,3.2,A
1.7,76,5.9,2.3,C
3.2,52,7.1,0.8,C
1.1,59,6.0,3.9,C
0.1,64,4.7,3.1,C
9.3,87,4.3,4.9,A
1.1,79,5.0,0.4,C
2.7,79,8.5,3.6,C
2.6,66,8.8,0.8,C
1.0,74,7.7,1.7,C
1.4,75,5.0,3.9,C
4.4,71,8.6,0.2,C
8.6,83,4.7,2.8,A
5.7,62,5.7,1.3,B
2.9,81,6.6,2.6,C
5.8,75,6.1,1.4,B
7.3,65,5.9,2.5,B
5.4,98,7.9,4.6,B
6.7,69,4.3,4.6,B
8.4,77,7.3,0.8,B
2.6,82,7.6,2.9,C
0.1,76,5.4,3.0,C
3.1,58,7.7,2.7,C
3.2,93,8.4,4.3,C
8.9,77,8.0,3.7,B
4.4,60,6.6,0.6,C
6.5,96,5.7,2.6,B
7.6,91,5.6,2.9,A
1.5,74,8.9,3.5,C
6.9,50,6.9,4.6,B
2.1,95,5.4,0.2,C
0.7,100,4.5,1.9,C
2.2,81,7.5,2.1,C
3.6,72,4.8,1.3,C
6.5,60,6.9,1.2,B
9.2,100,4.4,1.1,A
6.6,62,5.2,2.0,B
4.5,54,8.0,3.7,C
1.3,63,5.3,2.7,C
8.2,77,7.0,0.7,B
6.3,56,6.6,3.9,B
4.9,82,6.3,0.1,C
8.7,87,4.2,5.0,A
9.1,77,6.7,1.5,B
7.6,89,8.8,1.3,A
6.8,65,6.1,0.4,B
6.3,86,7.3,4.9,B
7.6,97,4.2,3.5,A
1.8,59,5.8,0.4,C
9.2,52,4.2,2.5,B
2.4,52,8.1,2.6,C
9.4,50,8.4,1.8,B
2.0,59,8.2,0.9,C
6.3,100,8.5,3.2,B
0.3,77,8.1,3.7,C
6.6,84,7.2,1.8,B
0.6,100,8.9,3.6,C
5.9,74,7.3,4.8,B
2.4,95,4.7,0.9,C
1.6,89,7.7,4.8,C
5.4,89,4.7,4.6,B
1.8,92,4.6,1.3,C
0.6,57,5.4,3.8,C
8.3,70,8.5,3.3,B
5.4,51,4.2,3.8,B
1.1,80,4.7,2.5,C
0.7,66,8.3,1.7,C
3.4,88,8.4,0.5,C
8.7,64,8.1,1.2,B
4.6,83,8.0,4.3,C
4.7,81,7.5,4.9,C
9.2,88,7.2,1.2,A
6.2,99,5.4,4.3,B
2.9,52,4.7,1.9,C
4.8,61,5.1,2.6,C
8.9,83,4.5,4.5,A
6.1,71,4.6,1.5,B
9.4,56,5.7,2.6,B
7.0,60,6.5,3.9,B
3.4,56,4.7,4.3,C
9.1,94,5.8,0.2,A
1.9,84,5.0,4.5,C
1.6,92,4.5,2.8,C
7.3,65,5.1,4.6,B
5.4,63,4.1,2.9,B
3.9,75,7.9,3.7,C
8.3,75,8.7,0.3,B
2.3,90,8.0,2.2,C
4.6,69,4.9,1.6,C
10.0,75,5.3,1.0,B
5.4,79,5.6,1.4,B
2.0,67,8.3,0.3,C
7.7,79,7.9,1.4,B
6.8,96,6.8,3.1,B
3.2,76,5.7,2.6,C
4.5,92,6.9,2.2,C
8.6,54,5.4,0.8,B
9.0,65,6.0,1.9,B
3.9,61,6.9,4.6,C
9.8,61,7.5,2.9,B
7.5,52,4.7,1.4,B
4.7,93,8.7,1.1,C
3.8,84,8.1,0.8,C
2.2,76,4.5,2.7,C
9.4,95,4.0,0.1,A
7.5,63,4.1,3.6,B
7.4,78,8.2,0.4,B
5.7,50,7.6,0.2,B
2.5,50,4.5,3.5,C
2.1,95,4.3,4.2,C
2.9,70,8.7,4.4,C
4.6,58,7.0,4.6,C
7.7,61,6.9,2.2,B
5.1,66,8.6,0.7,B
7.8,85,8.2,4.9,A
0.6,92,8.2,1.1,C
0.1,57,6.3,3.7,C
6.6,91,4.8,2.3,B
7.7,67,8.8,1.9,B
4.4,57,6.3,3.1,C
2.9,54,7.2,3.9,C
1.5,57,4.1,2.1,C
9.1,71,5.8,4.8,B
2.2,85,6.4,3.5,C
4.9,91,6.1,2.0,C
5.7,95,8.9,2.6,B
8.6,52,6.9,1.5,B
8.1,90,4.8,2.5,A
4.7,83,6.3,4.3,C
1.6,100,7.6,2.1,C
5.2,73,6.1,3.9,B
5.8,51,5.1,3.6,B
6.2,54,8.3,2.3,B
1.0,73,4.8,2.0,C
7.1,62,4.8,4.0,B
2.4,62,8.7,3.7,C
5.2,66,8.3,3.1,B
6.6,82,6.8,1.6,B
5.2,62,7.8,1.7,B
6.9,65,4.9,0.4,B
5.2,58,4.6,2.3,B
1.5,87,6.8,4.0,C
7.3,54,8.6,4.8,B
1.1,74,6.6,3.3,C
7.8,93,7.0,3.1,A
7.4,73,6.5,1.7,B
0.2,62,6.2,2.1,C
4.6,90,4.2,3.4,C
8.7,83,7.5,3.3,A
1.9,76,7.2,3.4,C
8.5,66,6.4,1.3,B
3.0,50,4.1,2.0,C
1.7,86,8.7,2.0,C
9.8,52,6.8,4.9,B
6.9,92,6.1,3.2,B
7.2,96,8.5,3.0,A
5.7,99,5.0,2.2,B
6.9,59,5.7,4.0,B
2.5,68,6.4,2.4,C
8.3,64,8.7,3.7,B
6.8,92,7.1,2.4,B
4.7,59,4.9,0.4,C
1.5,83,8.8,3.2,C
6.3,56,5.9,0.7,B
8.9,80,5.1,4.1,B
7.8,87,4.1,4.5,A
0.1,65,6.4,1.6,C
7.5,60,7.5,1.7,B
5.5,75,8.6,0.4,B
5.5,52,6.6,2.1,B
2.0,98,7.9,0.2,C
2.9,71,5.8,3.3,C
8.8,82,6.0,4.2,A
1.3,73,5.5,4.2,C
0.9,95,8.6,0.9,C
0.5,90,8.1,0.6,C
1.4,53,8.0,2.0,C
8.4,62,8.0,2.7,B
0.8,51,8.1,2.5,C
2.1,87,5.5,3.0,C
9.9,88,7.5,2.9,A
4.5,99,7.6,4.2,C
0.5,88,5.8,4.9,C
6.1,70,6.7,3.3,B
8.6,65,4.6,4.8,B
1.5,60,6.2,1.6,C
1.0,66,8.4,3.2,C
6.7,55,5.6,1.7,B
9.2,79,8.6,2.6,B
3.1,72,6.7,0.6,C
3.5,92,4.7,1.9,C
4.3,62,5.0,1.8,C
2.9,99,8.8,0.1,C
3.6,68,4.6,4.1,C
2.7,60,6.8,4.8,C
8.6,50,6.2,1.0,B
9.1,57,6.0,0.6,B
2.0,100,5.8,4.8,C
2.7,89,4.8,2.2,C
0.6,69,4.1,4.4,C
4.0,89,5.9,3.8,C
9.1,95,5.2,4.1,A
7.4,59,9.0,0.0,B
2.9,76,6.9,1.8,C
4.4,80,5.3,4.5,C
3.7,64,5.0,2.6,C
2.3,70,4.1,4.0,C
8.6,86,5.0,3.0,A
3.5,53,8.0,3.5,C
9.5,66,7.0,4.8,B
3.3,95,8.8,4.0,C
5.6,53,5.9,2.1,B
1.8,79,7.5,3.2,C
4.3,50,7.3,1.5,C
0.5,54,5.1,2.9,C
5.2,95,6.7,0.6,B
0.8,75,6.0,3.1,C
6.0,93,8.2,2.5,B
6.2,71,8.5,0.6,B
7.9,70,6.3,1.9,B
8.2,98,7.5,2.4,A
4.0,64,5.6,4.9,C
6.4,70,4.0,4.5,B
5.2,67,8.8,4.2,B
9.2,80,8.1,1.9,B
3.4,95,5.1,1.9,C
8.7,83,7.6,3.7,A
8.1,79,8.5,1.1,B
1.8,73,7.9,4.3,C
2.7,82,8.5,3.5,C
1.6,65,5.7,3.8,C
4.9,100,4.9,2.7,C
1.5,94,5.2,0.3,C
9.7,58,5.1,2.9,B
4.0,53,4.2,3.8,C
4.1,88,5.5,2.6,C
5.8,96,7.0,0.9,B
5.4,52,8.2,3.4,B
8.4,62,8.1,4.0,B
5.1,57,7.5,2.0,B
9.9,86,7.8,1.3,A
7.3,50,6.2,0.6,B
8.1,86,8.7,2.3,A
4.6,66,8.0,2.6,C
4.1,74,8.2,4.4,C
2.1,91,5.2,3.5,C
9.2,73,8.0,1.9,B
7.1,100,8.8,2.8,A
1.5,50,6.4,0.4,C
6.2,53,5.1,3.1,B
2.3,100,8.8,2.8,C
0.5,86,6.3,0.4,C
2.4,51,6.3,3.9,C
1.1,98,5.8,3.4,C
9.8,90,6.7,2.1,A
5.0,57,6.2,0.1,C
8.7,72,5.7,3.8,B
9.6,78,6.4,1.6,B
1.2,60,7.5,1.3,C
1.7,88,7.5,4.6,C
3.9,86,6.2,1.7,C
5.5,73,8.2,4.3,B
1.1,85,4.1,0.5,C
9.5,69,8.8,4.3,B
4.5,75,6.0,1.0,C
0.4,77,4.4,2.1,C
5.5,53,6.8,3.7,B
3.8,91,4.7,3.4,C
2.4,71,4.6,1.8,C
9.6,92,7.2,1.8,A
9.7,87,6.8,3.2,A
1.9,73,4.8,4.4,C
0.5,71,5.2,2.4,C
1.7,98,5.0,4.4,C
7.2,86,5.5,3.0,A
9.0,56,7.3,3.8,B
4.2,83,6.8,2.3,C
3.0,78,7.2,4.6,C
4.7,61,5.7,3.0,C
9.0,99,6.7,1.9,A
6.3,80,8.0,3.0,B
7.7,85,6.7,0.3,A
8.6,52,8.4,0.4,B
5.7,92,6.6,0.1,B
2.2,90,8.0,0.1,C
4.7,56,7.3,0.5,C
5.8,94,5.7,3.4,B
9.9,89,4.7,2.5,A
4.8,91,5.9,0.2,C
2.1,64,7.6,1.8,C
7.1,86,8.4,1.0,A
6.2,96,6.6,4.7,B
5.4,94,7.4,1.3,B
0.7,74,5.2,3.6,C
7.3,64,5.4,1.0,B
3.0,54,4.7,0.9,C
7.0,97,7.6,2.6,B
6.3,68,7.8,0.6,B
8.6,50,6.4,3.2,B
9.6,83,6.2,2.3,A
6.3,63,4.4,0.1,B
0.0,89,6.0,1.5,C
2.1,87,4.9,1.6,C
4.0,67,6.1,2.6,C
3.6,69,4.2,4.5,C
6.8,91,5.3,3.3,B
1.4,50,6.4,0.3,C
3.3,59,6.8,4.8,C
5.9,91,8.7,2.2,B
5.2,79,7.5,4.6,B
7.8,75,9.0,3.2,B
5.4,93,4.2,1.7,B
8.1,69,5.2,2.5,B
9.8,55,4.8,3.2,B
4.6,88,5.9,0.4,C
5.4,74,4.1,0.1,B
7.8,90,8.4,3.6,A
7.3,90,6.8,2.2,A
6.7,72,5.0,4.1,B
8.4,70,8.9,0.1,B
6.2,66,7.3,3.1,B
7.8,57,5.1,0.5,B
0.5,89,7.5,3.5,C
7.5,95,6.5,2.7,A
6.2,78,4.7,2.5,B
5.2,78,4.9,3.2,B
6.0,50,8.5,3.6,B
7.4,93,5.8,1.5,A
3.4,60,6.9,1.3,C
8.6,72,5.9,2.2,B
6.6,73,4.4,4.4,B
5.0,94,8.5,1.6,C
7.2,86,8.4,2.7,A
6.1,73,5.2,1.3,B
3.5,56,4.3,4.4,C
5.3,63,6.1,3.0,B
7.5,86,6.1,0.8,A
4.2,78,5.7,1.3,C
1.4,58,5.4,3.9,C
5.9,79,5.4,0.9,B
9.3,74,6.8,2.1,B
9.9,79,5.2,2.3,B
1.0,79,4.1,0.3,C
2.4,89,8.0,4.1,C
5.5,90,8.4,4.0,B
7.7,85,7.1,2.9,A
8.2,50,7.3,2.4,B
3.4,77,8.9,3.6,C
1.6,82,7.0,0.4,C
7.8,54,8.8,0.0,B
3.0,99,4.8,0.4,C
9.9,55,5.1,1.8,B
0.2,86,4.8,3.2,C
4.9,96,4.5,3.0,C
0.9,59,6.8,1.5,C
0.9,99,7.3,3.0,C
8.2,99,4.3,0.3,A
4.9,93,5.0,1.9,C
0.1,51,6.0,5.0,C
5.0,69,7.3,2.0,C
2.4,91,5.4,3.1,C
4.9,55,6.0,4.3,C
9.6,70,8.8,1.3,B
9.4,77,4.8,2.2,B
7.7,76,4.6,0.9,B
3.8,64,7.7,0.6,C
4.4,65,8.5,0.6,C
5.6,90,4.6,2.3,B
3.6,98,5.2,1.6,C
3.1,55,4.2,4.3,C
1.9,74,8.3,1.4,C
3.0,60,8.0,4.8,C
7.2,63,7.4,1.3,B
8.0,89,8.3,3.7,A
4.8,91,4.6,2.1,C
7.1,79,4.4,1.8,B
1.1,82,6.4,1.2,C
3.4,75,4.1,4.5,C
2.9,90,6.7,4.1,C
8.4,75,5.9,0.7,B
7.1,58,5.5,0.8,B
9.8,93,8.9,2.8,A
0.3,64,4.3,0.0,C
6.3,86,6.1,3.6,B
4.8,94,8.4,3.3,C
9.1,100,4.6,0.8,A
3.5,60,4.2,4.8,C
4.3,67,4.6,2.5,C
5.5,74,4.5,2.7,B
2.5,89,4.8,0.5,C
1.7,84,6.2,0.2,C
4.6,75,4.1,0.2,C
2.0,66,4.9,2.8,C
8.4,62,6.3,3.8,B
7.0,63,4.1,2.9,B
9.8,77,8.8,1.6,B
8.4,81,4.5,3.1,A
4.5,50,4.4,1.3,C
4.1,68,6.3,4.9,C
5.5,82,5.9,1.6,B
2.5,98,4.4,0.8,C
5.7,51,6.7,0.9,B
4.5,94,5.2,2.8,C
8.5,80,6.5,4.1,B
9.0,59,4.8,0.3,B
2.7,83,8.2,1.5,C
9.5,58,8.6,1.5,B
8.8,69,4.8,1.5,B
3.8,67,8.9,4.8,C
3.2,90,6.9,1.3,C
1.3,67,8.2,3.9,C
4.2,98,8.3,4.8,C
6.6,90,8.8,0.9,B
0.5,62,7.7,3.3,C
0.8,62,6.5,0.8,C
5.3,87,5.4,1.1,B
3.7,54,5.0,1.3,C
7.4,82,4.6,1.4,A
7.9,84,4.7,2.9,A
1.2,94,5.5,1.4,C
1.1,72,8.4,2.0,C
2.3,51,4.8,1.0,C
1.7,86,5.2,3.1,C
6.1,98,8.3,3.5,B
7.4,82,5.0,4.2,A
8.2,51,6.9,2.6,B
3.4,80,5.2,4.0,C
8.9,71,4.8,3.3,B
9.0,78,5.7,0.0,B
5.2,91,8.0,4.9,B
6.7,73,8.7,2.5,B
1.9,63,6.8,0.1,C
8.3,75,7.1,1.2,B
5.3,88,4.7,4.0,B
7.5,98,4.4,1.3,A
8.0,77,7.8,4.9,B
4.8,88,8.7,4.4,C
7.6,68,7.7,2.7,B
7.1,64,7.9,3.1,B
9.6,86,6.4,4.5,A
7.3,80,6.5,5.0,B
0.6,73,5.2,3.3,C
8.0,80,4.4,0.5,B
3.5,89,8.4,3.4,C
1.5,74,5.3,1.5,C
8.6,52,7.9,0.9,B
2.1,81,4.8,3.5,C
0.2,69,6.2,4.7,C
0.3,83,7.7,1.7,C
8.9,97,5.4,3.2,A
0.8,51,8.9,3.4,C
9.8,51,4.5,4.6,B
4.2,70,5.0,1.4,C
4.8,90,6.0,1.4,C
4.7,68,6.6,1.0,C
2.1,83,7.5,3.5,C
0.1,99,8.5,3.9,C
6.6,59,5.8,3.2,B
1.8,51,7.5,1.5,C
4.7,78,6.3,2.2,C
3.3,84,6.6,1.7,C
3.8,54,7.9,3.8,C
7.4,95,5.0,3.4,A
3.1,78,6.0,4.9,C
1.3,59,4.8,1.1,C
3.1,56,4.4,4.8,C
8.3,50,5.2,1.0,B
3.5,92,4.2,3.7,C
4.1,100,8.7,3.5,C
8.6,92,8.6,4.7,A
2.4,91,7.0,2.3,C
6.0,55,5.1,0.4,B
2.3,64,5.1,1.8,C
7.5,56,6.9,2.3,B
2.9,51,5.9,4.8,C
6.6,62,8.1,3.7,B
6.8,65,4.4,2.2,B
8.2,58,6.3,2.5,B
6.2,90,6.5,2.3,B
9.7,80,6.4,0.9,B
6.8,81,8.0,4.3,B
5.4,89,8.1,0.7,B
3.8,52,6.0,2.8,C
3.4,67,7.6,1.5,C
0.7,77,4.8,3.9,C
3.6,91,4.6,2.9,C
3.0,78,4.6,4.7,C
3.1,78,7.4,4.0,C
2.0,74,5.5,3.4,C
9.2,63,5.6,1.2,B
5.1,94,7.1,2.8,B
8.9,62,8.2,3.0,B
1.2,78,6.7,0.8,C
7.9,81,7.3,1.1,A
0.8,96,4.4,1.6,C
8.5,54,4.1,4.0,B
8.6,98,4.0,2.1,A
0.9,83,5.0,0.4,C
2.7,53,8.5,2.7,C
6.6,51,4.4,0.3,B
0.7,93,7.3,1.6,C
5.1,60,8.2,2.9,B
5.5,87,4.8,3.2,B
6.9,58,7.8,3.6,B
5.8,89,5.7,4.8,B
5.6,74,4.8,2.1,B
7.2,78,8.8,3.5,B
3.0,93,5.7,0.5,C
7.2,67,7.3,0.5,B
6.3,58,6.9,2.0,B
8.9,57,5.8,4.4,B
7.3,64,7.9,1.6,B
